PR_ms,QRS_ms,QT_ms,QTc_ms,n_beats
112.91666666666667,133.0,333.0,270.4,9.0
135.66666666666666,114.0,314.0,183.2,5.666666666666667
118.58333333333333,133.0,333.0,254.83333333333334,8.916666666666666
101.16666666666667,150.0,350.0,312.6363636363636,11.166666666666666
138.66666666666666,150.0,350.0,353.1666666666667,9.916666666666666
105.41666666666667,160.0,360.0,502.45454545454544,4.25
149.16666666666666,150.0,350.0,312.0,7.166666666666667
110.0,160.0,360.0,277.3636363636364,7.666666666666667
70.16666666666667,160.0,360.0,514.4166666666666,4.166666666666667
119.91666666666667,150.0,350.0,228.5,6.25
129.16666666666666,133.0,333.0,207.0,8.5
110.41666666666667,150.0,350.0,228.0,6.166666666666667
106.0,145.0,345.0,449.0,14.416666666666666
141.91666666666666,133.0,333.0,345.1666666666667,9.416666666666666
89.83333333333333,160.0,360.0,512.3333333333334,4.25
153.16666666666666,150.0,350.0,309.1666666666667,7.25
123.33333333333333,160.0,360.0,270.5,7.416666666666667
87.41666666666667,160.0,360.0,486.9166666666667,4.083333333333333
112.58333333333333,150.0,350.0,225.27272727272728,5.75
132.25,114.0,314.0,200.58333333333334,8.75
80.5,133.0,333.0,277.25,8.166666666666666
117.41666666666667,145.0,345.0,417.6363636363636,13.75
135.5,150.0,350.0,354.1666666666667,9.916666666666666
119.0,160.0,360.0,512.3636363636364,4.5
158.33333333333334,150.0,350.0,292.5833333333333,6.166666666666667
85.0,160.0,360.0,280.6666666666667,7.833333333333333
115.75,160.0,357.5,514.0909090909091,4.0
82.33333333333333,150.0,350.0,295.8181818181818,8.166666666666666
133.41666666666666,133.0,333.0,214.7,6.583333333333333
